personnel_id,rank,age,years_of_service,deployment_months,family_separation,leaves_availed,leaves_cancelled,duty_hours_per_day,transfers_last_2yr,night_shifts_per_month,incidents_exposed,training_days_yr,wellness_score,sleep_hours,exercise_freq_per_wk,social_support_score,risk_level
CAPF0264,Constable,25,29,35,0,9,5,13.9,3,19,7,28,2.9,4.0,0,3.6,High
CAPF0265,ASI,26,19,21,1,4,3,15.1,5,15,7,20,3.8,5.3,0,2.0,High
CAPF0266,SI,32,21,25,1,1,0,15.4,5,12,7,11,3.0,5.4,0,3.0,High
CAPF0267,Constable,38,29,20,1,16,7,12.1,2,10,4,13,5.8,6.5,3,3.7,Medium
CAPF0268,SI,23,4,2,0,22,0,9.6,1,2,2,21,8.7,8.6,4,9.6,Low
CAPF0269,SI,48,21,17,1,11,6,11.8,1,12,3,22,6.6,5.2,3,5.6,Medium
CAPF0270,SP,33,17,9,0,23,2,10.0,0,1,0,16,8.5,8.1,5,9.8,Low
CAPF0271,DSP,41,3,32,1,9,6,13.3,5,13,8,4,2.4,4.3,0,1.8,High
CAPF0272,SI,34,4,27,1,3,0,13.5,3,19,9,4,3.5,4.3,1,2.1,High
CAPF0273,SI,45,3,2,1,14,1,8.7,1,5,1,11,8.3,8.6,5,9.2,Low
CAPF0274,DSP,39,19,7,0,22,0,8.2,1,1,0,11,7.7,8.3,3,7.8,Low
CAPF0275,SP,37,9,29,1,4,4,13.9,3,18,9,11,3.8,5.5,0,1.0,High
CAPF0276,ASI,27,19,21,1,17,6,11.1,1,6,5,12,6.3,5.7,3,3.5,Medium
CAPF0277,Head Constable,24,28,23,0,16,6,11.9,2,11,5,2,4.4,5.7,3,5.3,Medium
CAPF0278,Head Constable,52,29,6,0,21,0,9.2,0,5,0,4,9.2,8.5,6,7.5,Low
CAPF0279,Constable,34,17,9,0,27,0,8.5,1,3,2,21,6.0,8.0,6,9.5,Low
CAPF0280,Constable,49,25,1,0,22,2,8.6,0,2,0,28,6.8,8.9,6,7.0,Low
CAPF0281,Head Constable,40,20,6,0,25,2,8.9,0,4,1,14,7.9,7.5,4,8.7,Low
CAPF0282,Head Constable,37,9,31,0,2,0,14.5,5,15,5,14,3.5,5.3,0,1.5,High
CAPF0283,Inspector,53,26,23,0,19,2,12.7,1,5,4,28,4.2,6.6,2,5.3,Medium
CAPF0284,SP,45,17,27,0,2,0,14.2,5,16,9,20,1.3,5.2,1,1.8,High
CAPF0285,SP,47,17,27,1,2,0,15.8,4,12,7,10,3.5,4.3,1,3.8,High
CAPF0286,Inspector,22,10,4,0,17,2,9.4,1,3,2,17,7.2,7.6,5,7.4,Low
CAPF0287,Constable,24,26,34,1,7,7,16.0,3,13,8,23,1.3,4.3,0,1.5,High
CAPF0288,Head Constable,47,15,18,1,19,4,12.3,2,7,4,1,6.3,5.6,3,3.2,Medium
CAPF0289,Head Constable,43,21,23,1,8,6,15.3,3,19,5,29,1.6,4.7,1,2.0,High
CAPF0290,SI,44,4,15,1,10,2,12.0,1,8,4,26,5.8,5.9,1,4.6,Medium
CAPF0291,SI,50,5,22,1,4,4,14.7,3,14,6,8,1.0,4.8,1,3.5,High
CAPF0292,Head Constable,30,7,20,1,5,4,15.1,4,14,8,25,1.5,4.3,0,2.7,High
CAPF0293,SP,42,15,11,0,19,3,10.2,2,5,4,16,5.8,5.4,1,4.0,Medium
CAPF0294,ASI,35,15,8,0,15,2,8.3,1,5,1,7,7.9,6.9,4,7.9,Low
CAPF0295,DSP,26,26,32,1,8,4,14.2,4,16,7,19,3.8,4.0,0,3.1,High
CAPF0296,ASI,38,3,2,0,20,2,9.9,1,5,1,18,7.0,6.7,6,8.0,Low
CAPF0297,ASI,35,5,10,1,13,0,9.7,1,4,0,15,9.8,7.4,5,7.8,Low
CAPF0298,DSP,52,9,4,0,17,2,9.1,0,5,0,6,9.5,7.1,6,8.2,Low
CAPF0299,SP,44,5,8,0,14,0,8.9,0,4,0,29,9.0,7.2,4,8.1,Low
CAPF0300,Head Constable,41,6,22,0,13,6,11.3,2,11,3,15,4.7,5.5,2,5.2,Medium
CAPF0301,SP,43,1,22,1,5,4,15.5,5,19,8,19,3.2,4.5,0,2.0,High
CAPF0302,SP,26,15,11,1,19,2,8.9,0,0,2,19,6.5,7.6,4,9.8,Low
CAPF0303,DSP,35,3,18,0,19,2,10.5,1,13,3,19,6.1,6.8,1,4.4,Medium
CAPF0304,Head Constable,39,22,3,1,21,0,8.5,1,5,0,26,6.9,7.3,3,9.5,Low
CAPF0305,Constable,23,26,3,0,21,0,8.8,1,1,1,26,7.2,8.5,5,6.2,Low
CAPF0306,SP,29,5,17,0,5,5,12.7,1,12,5,25,4.5,5.9,2,3.9,Medium
CAPF0307,SI,36,4,6,1,14,0,8.7,0,5,2,14,8.7,7.0,4,9.5,Low
CAPF0308,ASI,51,13,22,1,10,3,11.7,1,11,5,18,4.8,6.1,1,4.4,Medium
CAPF0309,Inspector,36,25,20,0,10,5,11.9,1,10,5,19,4.7,6.8,1,4.6,Medium
CAPF0310,SI,28,4,11,0,13,3,11.2,1,9,3,18,7.0,6.3,1,3.1,Medium
CAPF0311,SP,37,16,3,1,11,0,9.2,1,2,2,13,7.7,7.7,4,7.8,Low
CAPF0312,SP,49,21,11,0,20,0,8.6,0,4,2,9,7.0,6.5,4,7.9,Low
CAPF0313,Head Constable,23,17,27,0,0,0,14.5,4,14,6,15,1.4,5.0,0,1.5,High
CAPF0314,DSP,37,13,4,1,19,2,8.6,0,4,1,21,7.3,8.2,6,8.6,Low
CAPF0315,Head Constable,41,7,11,1,19,0,8.2,1,1,0,27,6.5,8.8,6,6.1,Low
CAPF0316,ASI,45,21,31,1,3,0,15.2,3,13,5,9,3.4,5.4,0,2.8,High
CAPF0317,Inspector,46,1,11,1,17,5,10.4,2,10,5,12,4.9,6.7,1,5.1,Medium
CAPF0318,Head Constable,38,13,15,0,10,5,10.9,2,9,5,22,5.8,5.7,3,3.1,Medium
CAPF0319,SP,36,11,23,0,11,4,10.4,2,13,3,0,5.0,6.8,2,6.6,Medium
CAPF0320,ASI,46,22,1,0,18,0,9.1,1,5,2,1,9.8,8.5,3,8.3,Low
CAPF0321,SI,47,16,20,0,15,6,10.7,2,8,5,2,6.5,5.2,3,6.9,Medium
CAPF0322,ASI,24,28,20,1,2,0,14.0,3,12,5,2,3.0,4.7,1,1.9,High
CAPF0323,SI,43,28,21,0,17,6,11.7,2,11,5,19,6.2,5.9,3,5.5,Medium
CAPF0324,Inspector,40,16,15,0,16,2,10.7,2,12,3,6,5.4,6.0,3,5.3,Medium
CAPF0325,SP,49,1,34,0,3,0,13.2,4,13,7,2,2.5,5.4,1,3.1,High
CAPF0326,ASI,45,16,23,1,2,0,15.2,3,14,9,24,3.1,5.5,1,2.7,High
CAPF0327,Inspector,44,18,25,1,5,3,13.9,5,15,7,27,2.4,5.4,0,2.2,High
CAPF0328,Constable,50,13,19,1,18,7,12.4,2,5,5,14,6.0,5.3,3,7.0,Medium
CAPF0329,Constable,39,17,12,1,14,7,10.0,1,9,5,8,4.2,5.9,2,6.3,Medium
CAPF0330,Constable,47,4,7,0,13,2,9.1,1,2,0,0,8.7,6.8,3,6.2,Low
CAPF0331,Head Constable,52,4,9,0,27,0,8.2,1,2,1,4,8.3,7.8,5,9.6,Low
CAPF0332,DSP,28,29,10,0,27,1,8.9,0,5,1,0,8.5,7.3,4,9.3,Low
CAPF0333,Head Constable,33,22,7,0,19,0,8.7,1,3,1,29,8.3,7.7,4,9.7,Low
CAPF0334,Constable,24,7,6,1,21,1,8.2,1,0,2,10,8.4,6.8,5,6.1,Low
CAPF0335,DSP,27,10,14,1,6,5,12.7,1,8,4,24,5.5,6.2,1,3.3,Medium
CAPF0336,Inspector,26,23,16,1,17,7,10.7,2,11,5,4,5.9,5.8,3,5.3,Medium
CAPF0337,ASI,33,15,29,1,2,0,14.6,4,18,9,5,1.6,4.0,0,1.6,High
CAPF0338,ASI,30,28,12,1,17,4,11.1,2,8,4,13,4.1,6.0,1,5.2,Medium
CAPF0339,Constable,33,25,26,0,7,3,13.3,3,12,5,16,2.0,5.0,0,2.8,High
CAPF0340,DSP,49,19,35,1,1,0,15.0,5,18,7,23,3.8,5.0,0,1.4,High
CAPF0341,SP,34,5,18,0,10,7,11.2,1,5,5,24,4.1,5.4,2,6.9,Medium
CAPF0342,Head Constable,47,14,2,0,20,2,9.4,0,1,2,13,7.7,8.8,5,8.5,Low
CAPF0343,SI,49,27,27,1,0,0,14.2,5,18,7,19,1.8,4.5,0,3.2,High
CAPF0344,Constable,29,12,24,0,2,0,15.1,3,14,9,22,4.0,4.9,1,1.4,High
CAPF0345,Inspector,36,1,29,1,1,0,15.7,5,12,7,20,3.1,5.0,0,2.8,High
CAPF0346,SP,30,21,20,0,15,7,11.7,1,7,4,12,5.4,5.1,2,3.2,Medium
CAPF0347,Inspector,27,11,19,0,13,3,11.5,1,5,4,24,5.3,5.6,2,5.4,Medium
CAPF0348,DSP,22,4,11,1,22,2,9.2,1,4,2,24,8.5,6.7,5,8.2,Low
CAPF0349,SI,54,2,11,0,10,1,9.2,0,4,2,15,9.0,8.5,3,9.7,Low
CAPF0350,SP,39,28,2,0,19,1,8.6,1,5,0,23,9.3,7.6,6,6.7,Low
CAPF0351,Constable,36,18,13,1,11,6,11.9,2,13,3,14,4.5,6.9,3,6.5,Medium
CAPF0352,Inspector,34,4,13,1,9,4,13.0,1,13,5,23,4.7,6.3,3,6.6,Medium
CAPF0353,Inspector,47,19,19,0,9,6,12.7,2,11,3,4,5.9,6.4,3,6.2,Medium
CAPF0354,Constable,39,11,34,1,6,4,15.9,5,12,9,21,2.3,5.0,0,2.9,High
CAPF0355,Inspector,35,17,3,0,21,2,8.8,0,5,2,18,9.6,8.8,6,7.5,Low
CAPF0356,SP,34,7,33,0,0,0,14.0,5,18,7,26,2.8,4.4,1,2.5,High
CAPF0357,SI,49,3,28,0,9,9,15.7,5,17,9,10,2.5,4.5,0,2.9,High
CAPF0358,DSP,22,29,22,1,6,3,15.9,3,19,7,7,1.9,5.2,1,3.3,High
CAPF0359,SI,32,10,12,0,11,2,12.6,1,12,4,20,4.7,6.4,3,3.4,Medium
CAPF0360,SP,52,17,13,0,8,7,11.7,1,5,4,27,6.1,6.6,3,3.4,Medium
CAPF0361,SP,45,8,11,1,19,6,11.2,1,10,4,28,4.8,6.4,3,4.0,Medium
CAPF0362,DSP,52,29,4,1,16,0,9.1,0,5,2,24,6.7,7.4,3,6.7,Low
CAPF0363,ASI,38,16,6,0,14,1,8.9,1,0,1,25,7.6,7.5,3,9.3,Low
CAPF0364,SI,30,5,5,1,18,0,9.3,1,0,2,9,9.7,8.6,3,7.4,Low
CAPF0365,Constable,54,1,11,1,16,0,9.8,0,5,1,23,8.9,6.9,4,9.5,Low
CAPF0366,Inspector,45,24,2,1,11,2,8.1,1,0,1,16,9.7,6.8,6,6.4,Low
CAPF0367,Head Constable,24,7,6,0,11,1,8.7,1,4,1,23,9.5,8.7,4,6.0,Low
CAPF0368,SP,33,10,8,1,23,0,8.6,0,3,1,18,6.4,7.5,4,8.8,Low
CAPF0369,DSP,50,22,4,0,12,1,9.7,1,0,1,10,8.2,7.1,6,6.7,Low
CAPF0370,Inspector,40,25,22,0,7,5,14.0,5,18,6,11,1.9,4.4,0,3.0,High
CAPF0371,Head Constable,49,1,1,0,17,1,9.6,1,4,0,3,9.0,8.9,5,6.6,Low
CAPF0372,ASI,23,10,20,1,6,6,15.5,5,15,9,17,3.6,4.4,0,3.9,High
CAPF0373,Inspector,44,26,6,0,22,0,9.3,0,0,1,12,6.3,6.8,4,7.5,Low
CAPF0374,SI,37,14,30,0,6,4,14.1,5,16,7,28,2.5,5.4,0,3.5,High
CAPF0375,SP,22,29,3,0,20,2,8.4,0,0,0,13,9.3,8.8,5,8.8,Low
CAPF0376,DSP,33,24,16,1,19,3,11.9,1,8,2,15,5.3,5.8,1,6.9,Medium
CAPF0377,SP,47,1,23,0,11,5,12.5,2,6,3,10,6.7,5.4,2,4.4,Medium
CAPF0378,Inspector,51,8,11,0,18,0,8.2,0,5,0,25,9.4,6.7,3,7.6,Low
CAPF0379,Inspector,52,4,11,1,18,2,12.7,1,5,3,17,5.8,6.5,1,3.8,Medium
CAPF0380,SP,53,21,20,0,16,2,10.2,2,9,4,2,5.3,6.5,2,4.4,Medium
CAPF0381,Head Constable,28,14,3,1,29,0,9.1,1,0,2,13,9.4,8.3,3,7.5,Low
CAPF0382,Inspector,47,26,15,0,8,2,11.2,2,10,5,13,5.4,5.8,1,5.5,Medium
CAPF0383,Head Constable,54,13,9,0,21,1,9.0,1,3,0,13,7.7,7.5,4,7.9,Low
CAPF0384,Head Constable,41,27,10,0,25,1,9.0,1,1,1,13,7.3,8.9,5,7.6,Low
CAPF0385,SI,51,21,17,1,10,3,12.3,2,7,3,18,4.2,6.9,2,6.6,Medium
CAPF0386,ASI,30,15,6,1,14,2,8.4,0,4,2,2,7.1,8.6,5,9.3,Low
CAPF0387,Constable,31,26,10,0,23,1,8.1,1,2,1,16,9.0,8.6,6,7.2,Low
CAPF0388,DSP,33,17,3,0,14,2,9.0,1,1,0,9,8.5,8.3,3,9.9,Low
CAPF0389,Inspector,29,4,12,0,9,5,11.5,2,13,3,28,4.4,6.1,3,5.9,Medium
CAPF0390,Inspector,43,12,6,1,10,1,9.5,1,3,1,9,9.7,6.7,6,8.0,Low
CAPF0391,Head Constable,45,1,25,1,8,8,14.7,5,19,7,26,2.0,4.1,1,1.5,High
CAPF0392,SI,44,2,28,1,9,3,14.4,5,13,7,24,3.3,4.4,0,1.2,High
CAPF0393,DSP,39,14,7,0,12,2,8.2,1,0,0,29,7.7,7.1,5,6.2,Low
CAPF0394,Inspector,39,5,5,1,13,1,8.2,0,2,1,29,8.1,8.9,6,7.1,Low
CAPF0395,SP,40,29,20,0,18,7,10.8,1,12,3,2,6.7,5.1,2,5.4,Medium
CAPF0396,ASI,47,24,29,0,4,3,14.5,4,14,8,11,3.6,5.4,0,3.1,High
CAPF0397,DSP,28,8,9,1,24,1,8.8,1,4,2,27,7.1,8.7,3,7.3,Low
CAPF0398,SP,37,29,13,1,12,6,12.3,1,9,4,3,4.4,5.7,1,6.9,Medium
CAPF0399,SP,26,2,24,0,5,4,14.0,5,13,9,13,1.3,4.5,0,2.6,High
CAPF0400,SP,31,11,10,1,17,0,9.0,1,2,1,24,7.3,7.6,3,8.8,Low
CAPF0401,SP,24,9,5,0,21,1,8.8,1,1,1,28,6.2,9.0,4,7.4,Low
CAPF0402,ASI,22,7,22,1,9,6,14.6,3,13,5,25,2.8,4.9,0,2.3,High
CAPF0403,ASI,25,7,11,0,26,2,9.7,0,5,2,22,8.7,6.5,4,7.7,Low
CAPF0404,SP,51,4,8,0,25,1,8.6,1,0,1,2,8.9,8.0,5,7.8,Low
CAPF0405,DSP,36,23,11,1,10,6,12.6,2,5,5,27,6.6,6.1,3,3.9,Medium
CAPF0406,Inspector,28,25,1,1,28,0,8.9,1,5,0,11,8.1,7.0,4,8.9,Low
CAPF0407,ASI,22,28,2,0,28,0,9.6,1,1,0,16,7.8,6.9,3,7.0,Low
CAPF0408,Inspector,34,14,5,0,28,1,8.2,0,1,0,23,8.4,7.0,6,7.7,Low
CAPF0409,Inspector,46,28,30,1,7,6,14.6,4,13,5,4,2.5,5.3,1,3.8,High
CAPF0410,Head Constable,41,20,6,1,12,0,9.9,0,0,0,11,8.3,8.0,4,6.3,Low
CAPF0411,Inspector,28,22,8,1,28,2,9.9,1,2,0,9,9.2,7.9,5,8.5,Low
CAPF0412,SI,25,6,28,1,6,3,13.0,5,18,8,24,4.0,5.1,0,1.9,High
CAPF0413,SI,44,17,23,1,7,5,14.8,5,14,9,0,3.0,4.8,0,1.4,High
CAPF0414,SI,31,15,9,0,26,0,9.6,0,4,2,26,7.4,7.9,5,8.8,Low
CAPF0415,DSP,28,4,7,0,21,1,9.0,0,5,2,17,6.6,8.3,5,8.3,Low
CAPF0416,ASI,33,2,9,0,29,0,9.7,1,2,2,10,7.4,7.9,4,9.6,Low
CAPF0417,SP,33,7,7,0,19,0,8.2,1,3,2,17,9.0,7.5,3,6.2,Low
CAPF0418,SP,36,14,33,1,1,0,14.9,4,18,5,5,2.1,5.1,1,2.5,High
CAPF0419,Head Constable,45,17,35,0,7,4,13.7,4,13,7,19,2.5,4.1,1,1.7,High
CAPF0420,Inspector,52,24,10,0,14,1,8.0,0,4,1,11,7.7,8.9,5,7.8,Low
CAPF0421,Inspector,23,20,13,0,13,6,12.2,2,10,2,27,4.2,5.4,1,5.8,Medium
CAPF0422,Head Constable,33,13,15,1,13,2,10.9,1,7,5,23,6.1,5.9,1,6.9,Medium
CAPF0423,Constable,24,8,17,1,12,3,11.3,2,7,4,10,5.7,5.5,2,6.6,Medium
CAPF0424,Inspector,44,27,11,0,17,4,12.8,2,8,2,13,5.7,5.1,1,4.2,Medium
CAPF0425,Head Constable,26,7,35,0,1,0,15.3,5,15,5,17,3.3,5.3,0,1.8,High
CAPF0426,Inspector,37,27,14,0,6,7,11.3,1,6,4,4,5.8,5.3,2,5.0,Medium
CAPF0427,Inspector,53,26,16,1,6,6,12.5,1,11,3,15,5.2,6.8,3,6.8,Medium
CAPF0428,Constable,48,1,6,0,15,1,9.3,0,3,1,20,8.4,7.2,6,8.6,Low
CAPF0429,DSP,41,3,23,0,5,2,10.1,1,6,4,18,5.6,6.3,3,4.0,Medium
CAPF0430,DSP,24,10,10,0,26,2,8.1,1,3,1,4,7.1,8.8,4,7.6,Low
CAPF0431,Inspector,52,13,5,1,25,0,9.3,0,3,1,23,8.7,7.3,4,6.4,Low
CAPF0432,ASI,28,6,24,1,7,3,15.6,3,13,6,20,3.5,4.9,1,3.6,High
CAPF0433,DSP,37,4,5,0,19,0,9.5,1,1,1,19,8.1,7.6,3,8.3,Low
CAPF0434,Inspector,48,24,6,0,18,0,9.9,0,4,1,12,6.8,6.6,4,10.0,Low
CAPF0435,ASI,30,21,1,0,23,1,9.3,0,4,0,26,7.4,8.7,4,6.5,Low
CAPF0436,Head Constable,41,7,29,0,6,4,13.6,4,14,9,23,3.3,4.5,0,3.1,High
CAPF0437,Constable,34,1,1,1,21,0,8.6,1,3,0,23,9.2,7.9,5,9.1,Low
CAPF0438,ASI,47,19,8,1,20,0,9.0,0,2,0,3,6.6,7.1,5,8.7,Low
CAPF0439,ASI,54,5,22,0,16,2,13.0,2,11,2,15,6.5,5.7,3,4.8,Medium
CAPF0440,Constable,46,16,16,1,18,7,10.7,2,9,5,25,4.9,5.4,1,3.8,Medium
CAPF0441,Inspector,42,4,12,1,6,7,10.4,2,8,2,11,4.5,5.2,1,3.5,Medium
CAPF0442,SP,54,3,22,1,18,7,10.1,1,7,2,25,4.5,5.8,1,5.8,Medium
CAPF0443,SP,53,10,12,0,7,6,12.4,1,7,4,10,5.3,6.8,1,4.8,Medium
CAPF0444,Inspector,50,15,10,0,24,1,9.5,1,3,1,28,6.0,7.2,3,6.7,Low
CAPF0445,Head Constable,41,26,9,1,22,1,8.2,1,2,1,15,8.4,8.9,4,6.4,Low
CAPF0446,DSP,30,10,32,1,4,3,13.8,3,15,8,0,3.3,5.4,1,2.9,High
CAPF0447,DSP,34,7,2,1,13,0,8.5,0,0,0,11,7.6,6.7,4,7.7,Low
CAPF0448,SP,31,24,9,0,14,1,8.0,1,3,2,10,7.0,8.0,4,7.2,Low
CAPF0449,Head Constable,33,17,5,0,15,2,9.0,1,5,2,3,7.9,7.2,5,9.3,Low
CAPF0450,SP,51,8,11,0,15,6,11.3,2,12,5,1,4.8,5.0,2,4.8,Medium
CAPF0451,Constable,50,7,3,1,28,1,9.7,1,4,2,27,8.8,8.4,6,9.8,Low
CAPF0452,ASI,43,15,14,0,5,3,12.2,1,11,4,12,5.3,6.2,1,3.3,Medium
CAPF0453,ASI,23,17,7,1,10,0,8.1,1,4,1,5,10.0,8.8,3,7.9,Low
CAPF0454,DSP,47,7,29,1,5,4,15.2,4,19,8,11,1.7,4.3,0,1.8,High
CAPF0455,DSP,46,13,12,0,13,5,10.4,2,6,2,1,4.5,6.2,1,4.2,Medium
CAPF0456,Head Constable,26,3,12,0,13,5,11.6,2,12,4,10,6.1,6.3,1,4.7,Medium
CAPF0457,SI,32,23,5,0,25,2,9.9,1,4,1,25,7.3,6.8,3,7.0,Low
CAPF0458,ASI,52,19,6,0,11,2,8.1,1,0,2,7,9.9,7.4,3,7.4,Low
CAPF0459,ASI,27,23,10,0,10,0,9.6,0,0,0,11,9.6,8.1,4,8.5,Low
CAPF0460,Inspector,42,11,10,0,18,6,12.7,1,8,4,4,4.6,6.7,2,6.2,Medium
CAPF0461,Constable,23,7,2,0,11,0,9.1,0,5,1,4,8.1,6.5,6,8.0,Low
CAPF0462,Inspector,24,1,23,1,9,8,14.6,3,18,9,0,1.4,4.1,1,3.3,High
CAPF0463,Inspector,41,5,3,0,24,1,9.2,0,2,2,23,8.3,7.8,3,7.1,Low
CAPF0464,Constable,44,18,17,1,18,5,11.6,1,6,5,12,4.0,5.8,1,6.9,Medium
CAPF0465,Head Constable,37,3,34,1,9,7,13.7,5,17,5,25,1.4,5.1,1,3.6,High
CAPF0466,SP,40,21,14,1,17,5,10.3,2,13,2,6,5.1,6.9,1,4.4,Medium
CAPF0467,Head Constable,41,25,7,0,15,2,8.7,1,1,0,3,8.9,7.3,3,9.7,Low
CAPF0468,Inspector,42,18,30,1,2,0,13.9,3,16,5,10,3.6,4.1,1,1.9,High
CAPF0469,Constable,22,5,9,0,15,2,9.0,0,0,1,5,6.1,6.7,3,7.7,Low
CAPF0470,SP,45,13,34,1,0,0,14.4,4,13,6,21,3.7,4.6,0,1.4,High
CAPF0471,ASI,32,17,13,0,9,5,11.6,1,13,5,15,6.0,5.9,2,3.2,Medium
CAPF0472,DSP,43,18,16,1,8,5,10.3,2,9,2,5,4.6,6.5,2,4.3,Medium
CAPF0473,Head Constable,30,3,12,0,10,3,11.4,1,12,2,10,4.5,5.2,2,5.0,Medium
CAPF0474,SI,53,18,12,0,9,5,10.2,2,11,2,22,7.0,6.5,3,5.7,Medium
CAPF0475,SI,27,22,8,1,26,2,8.8,0,4,0,13,7.8,6.9,3,7.1,Low
CAPF0476,SI,27,19,21,0,18,2,10.6,2,11,2,23,4.3,5.4,3,4.6,Medium
CAPF0477,Head Constable,49,8,8,0,21,0,9.4,0,1,2,27,6.6,6.5,4,7.0,Low
CAPF0478,Inspector,29,4,2,0,17,1,9.0,1,3,0,26,7.3,8.8,5,7.6,Low
CAPF0479,Constable,49,14,20,1,6,4,13.8,5,18,6,20,2.1,4.2,1,2.2,High
CAPF0480,SI,24,23,10,0,28,2,9.6,1,5,0,6,7.5,7.9,5,9.9,Low
CAPF0481,SP,46,19,23,1,8,7,10.7,2,13,5,6,4.5,5.8,1,6.2,Medium
CAPF0482,ASI,43,3,8,0,19,2,8.2,1,2,2,4,9.3,8.8,5,6.9,Low
CAPF0483,ASI,54,10,35,1,1,0,14.5,3,14,7,1,3.8,4.5,0,3.0,High
CAPF0484,Inspector,29,25,25,1,7,7,14.1,3,15,9,9,1.2,4.8,0,2.2,High
CAPF0485,SP,43,11,12,1,12,3,12.9,2,10,5,15,5.1,6.4,3,3.3,Medium
CAPF0486,ASI,37,29,12,0,5,2,12.3,1,10,2,8,5.6,5.8,2,6.2,Medium
CAPF0487,Constable,24,11,5,0,17,1,8.6,0,5,2,11,6.3,7.8,3,7.7,Low
CAPF0488,Constable,33,24,20,1,5,3,15.9,4,15,9,2,1.4,4.4,0,2.2,High
CAPF0489,SP,47,8,15,1,11,5,12.5,1,11,3,8,4.8,5.8,1,7.0,Medium
CAPF0490,Inspector,52,8,22,0,16,4,12.0,1,12,5,14,5.9,5.5,1,4.0,Medium
CAPF0491,Head Constable,26,13,5,1,25,1,8.7,0,5,2,27,9.0,7.8,5,9.3,Low
CAPF0492,ASI,48,1,12,1,12,2,12.7,2,7,3,13,6.5,6.5,1,4.7,Medium
CAPF0493,SI,40,24,11,0,25,0,8.7,1,1,0,23,9.2,8.2,5,8.3,Low
CAPF0494,DSP,53,6,5,1,16,1,8.6,0,3,2,25,7.2,7.5,3,9.5,Low
CAPF0495,SI,52,11,22,1,3,0,14.0,4,12,9,9,3.4,5.4,1,2.5,High
CAPF0496,SI,35,7,24,1,7,5,15.3,5,16,5,4,2.6,5.4,0,1.8,High
CAPF0497,ASI,28,22,15,0,11,7,11.5,2,10,5,24,4.3,6.7,3,3.1,Medium
CAPF0498,ASI,44,10,15,1,18,4,12.1,1,5,4,10,6.6,5.5,2,4.4,Medium
CAPF0499,ASI,40,15,18,1,7,3,12.1,1,9,2,5,6.2,5.2,2,5.9,Medium
CAPF0500,Head Constable,45,23,4,0,26,0,8.8,0,0,0,24,8.8,8.0,4,7.0,Low
CAPF0501,Head Constable,45,16,1,0,22,2,9.9,0,1,2,0,9.2,6.6,5,9.1,Low
CAPF0502,SP,37,7,30,1,1,0,14.5,3,16,6,12,1.5,4.3,0,1.7,High
CAPF0503,Inspector,40,6,31,0,9,9,15.2,3,19,9,10,3.7,5.3,0,3.8,High
CAPF0504,SP,22,19,21,1,0,0,14.8,5,12,5,5,2.6,5.5,1,3.9,High
CAPF0505,SI,50,4,11,0,26,2,8.7,1,3,0,4,6.1,6.5,4,7.1,Low
CAPF0506,Constable,47,23,25,1,4,3,14.8,3,17,9,6,3.1,4.3,1,2.7,High
CAPF0507,DSP,31,18,8,0,11,2,9.8,1,5,0,21,8.0,7.4,6,8.6,Low
CAPF0508,ASI,35,12,22,0,18,4,10.1,2,13,5,27,5.2,5.4,3,6.4,Medium
CAPF0509,ASI,44,27,20,1,5,5,14.3,5,18,8,25,2.6,4.3,0,1.4,High
CAPF0510,Inspector,22,28,15,1,10,6,12.0,2,13,5,13,5.5,6.2,3,5.9,Medium
CAPF0511,SI,31,28,6,0,18,2,9.4,0,2,2,1,9.8,8.2,4,6.3,Low
CAPF0512,ASI,28,15,30,1,8,4,14.5,4,18,7,17,3.2,4.6,1,1.6,High
CAPF0513,Constable,42,20,17,1,5,4,11.3,2,11,3,28,4.9,5.1,1,5.3,Medium
CAPF0514,SI,45,22,34,1,6,3,15.8,3,12,5,25,1.7,5.0,1,1.2,High
CAPF0515,DSP,31,27,1,1,20,2,8.5,1,2,0,9,7.6,8.2,4,7.2,Low
CAPF0516,SP,48,9,10,0,16,2,9.6,1,1,2,21,9.2,7.4,3,7.2,Low
CAPF0517,Constable,30,6,10,1,16,3,12.8,1,8,5,18,4.7,6.8,1,5.8,Medium
CAPF0518,SP,29,29,16,1,14,7,11.4,2,7,2,28,5.3,6.8,2,5.4,Medium
CAPF0519,DSP,45,2,34,1,1,0,14.4,3,12,6,15,3.0,4.5,1,3.1,High
CAPF0520,ASI,43,9,9,1,12,0,9.1,0,4,1,22,7.7,9.0,3,9.0,Low
CAPF0521,SP,50,26,9,0,15,0,8.4,0,1,2,13,7.1,7.7,3,6.6,Low
CAPF0522,Inspector,39,1,17,0,17,3,11.0,2,8,3,6,4.9,5.1,3,5.9,Medium
CAPF0523,SP,41,1,13,1,17,3,10.8,2,11,2,12,6.6,6.9,2,5.2,Medium
CAPF0524,SP,52,17,1,1,19,2,8.5,0,4,2,14,6.2,6.9,4,6.4,Low
CAPF0525,Inspector,46,3,32,1,3,0,13.9,4,17,5,8,2.4,5.0,1,1.4,High
CAPF0526,SI,29,16,29,1,0,0,15.8,3,17,6,17,2.6,5.2,1,1.4,High
CAPF0527,Inspector,31,2,8,0,27,0,9.9,1,2,2,25,6.6,6.8,5,9.9,Low
CAPF0528,DSP,27,29,12,0,17,4,12.5,1,10,3,10,6.8,6.7,3,6.6,Medium
